model_type,fusion_type,alpha,expert_id,model_architecture,test_type,attack_type,corruption_type,severity_level,epsilon,accuracy,loss,correct_predictions,total_predictions,timestamp
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,motion_blur,4,N/A,53.61,1.662326672409154,5361,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,motion_blur,5,N/A,52.1,1.7215537285502953,5210,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,zoom_blur,1,N/A,45.02,2.0642905612535114,4502,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,zoom_blur,2,N/A,36.61,2.500323853915251,3661,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,zoom_blur,3,N/A,21.16,3.5151427456095248,2116,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,zoom_blur,4,N/A,12.4,4.492189226271231,1240,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,zoom_blur,5,N/A,6.83,5.413218655163729,683,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,snow,1,N/A,40.68,2.2288438745691805,4068,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,snow,2,N/A,20.99,3.5223713735990887,2099,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,snow,3,N/A,10.59,4.650662014756022,1059,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,snow,4,N/A,6.04,5.372052633309666,604,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,snow,5,N/A,3.97,5.72916215582739,397,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,frost,1,N/A,53.6,1.6735627681394167,5360,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,frost,2,N/A,45.18,2.031078558933886,4518,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,frost,3,N/A,35.83,2.467112535162817,3583,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,frost,4,N/A,27.43,2.980245391024819,2743,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,frost,5,N/A,20.84,3.4757289826115474,2084,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,fog,1,N/A,50.09,1.8085145135469074,5009,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,fog,2,N/A,36.38,2.4515281915664673,3638,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,fog,3,N/A,24.81,3.2286585976805866,2481,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,fog,4,N/A,16.78,3.951655955254277,1678,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,fog,5,N/A,10.57,4.5986405626127995,1057,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,brightness,1,N/A,55.79,1.5645087459419347,5579,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,brightness,2,N/A,55.41,1.5869384898415095,5541,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,brightness,3,N/A,54.56,1.6190798433521125,5456,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,brightness,4,N/A,53.15,1.6649262890031067,5315,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,brightness,5,N/A,52.04,1.7199504194380362,5204,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,contrast,1,N/A,55.72,1.5664908372903172,5572,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,contrast,2,N/A,55.6,1.5805888009976736,5560,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,contrast,3,N/A,55.16,1.6030197339721872,5516,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,contrast,4,N/A,54.27,1.632701476917991,5427,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,contrast,5,N/A,53.81,1.6653127051606964,5381,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,1,N/A,15.06,3.910605107681661,1506,10000,2025-09-09 00:02:47
