model_type,fusion_type,alpha,expert_id,model_architecture,test_type,attack_type,corruption_type,severity_level,epsilon,accuracy,loss,correct_predictions,total_predictions,timestamp
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,1,N/A,4.18,7.447792759424524,418,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,2,N/A,3.1,7.0962183928187885,310,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,3,N/A,1.79,8.113953837865516,179,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,4,N/A,1.67,7.546222409115562,167,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,5,N/A,1.67,6.713181580169292,167,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,1,N/A,6.33,5.221949480756929,633,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,2,N/A,12.65,4.254245869721038,1265,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,3,N/A,17.87,3.727633965166309,1787,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,4,N/A,30.06,2.793896542319769,3006,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,5,N/A,46.33,1.9414978359318986,4633,10000,2025-09-09 00:35:39
expert_2,multiplicativeAddition,1.0,2,DenseNet121,corruption,N/A,gaussian_noise,1,N/A,33.87,2.60512147372282,3387,10000,2025-09-09 01:34:53
expert_2,multiplicativeAddition,1.0,2,DenseNet121,corruption,N/A,gaussian_noise,2,N/A,21.24,3.4318753314923636,2124,10000,2025-09-09 01:34:53
