model_type,fusion_type,alpha,expert_id,model_architecture,test_type,attack_type,corruption_type,severity_level,epsilon,accuracy,loss,correct_predictions,total_predictions,timestamp
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,frost,5,N/A,28.24,3.598587875124774,2824,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,fog,1,N/A,62.13,1.5821557120431828,6213,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,fog,2,N/A,48.22,2.302752938451646,4822,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,fog,3,N/A,33.23,3.2351088855839985,3323,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,fog,4,N/A,22.15,4.178964699370952,2215,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,fog,5,N/A,15.44,4.996115370641781,1544,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,brightness,1,N/A,67.44,1.315593647051461,6744,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,brightness,2,N/A,67.09,1.336511024945899,6709,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,brightness,3,N/A,66.22,1.3726875367043894,6622,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,brightness,4,N/A,65.13,1.4159269347975525,6513,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,brightness,5,N/A,63.75,1.4657041211671467,6375,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,contrast,1,N/A,67.65,1.319325171693971,6765,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,contrast,2,N/A,67.32,1.3325640234766127,6732,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,contrast,3,N/A,66.68,1.3545409886142876,6668,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,contrast,4,N/A,66.19,1.380095717273181,6619,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,contrast,5,N/A,65.37,1.4125288981425612,6537,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,elastic_transform,1,N/A,18.16,4.2217273440542105,1816,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,elastic_transform,2,N/A,5.66,6.832757539386991,566,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,elastic_transform,3,N/A,3.17,7.698586137988899,317,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,elastic_transform,4,N/A,2.58,7.780493561225601,258,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,elastic_transform,5,N/A,2.43,7.67689097682132,243,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,pixelate,1,N/A,5.68,8.74582052230835,568,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,pixelate,2,N/A,4.22,7.921978534022464,422,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,pixelate,3,N/A,2.64,7.129699278481399,264,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,pixelate,4,N/A,2.06,7.687130746962149,206,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,pixelate,5,N/A,2.03,8.371710807462282,203,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,jpeg_compression,1,N/A,10.29,5.584868108169942,1029,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,jpeg_compression,2,N/A,19.79,4.332511485377444,1979,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,jpeg_compression,3,N/A,26.86,3.6939366889905325,2686,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,jpeg_compression,4,N/A,43.71,2.5719135652614544,4371,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,jpeg_compression,5,N/A,60.22,1.668256184722804,6022,10000,2025-09-09 03:37:04
