epoch,train_loss,val_loss,val_accuracy,experts_lr,fusion_lr,global_head_lr,loss_global,loss_individual,loss_total,expert_0_accuracy,expert_1_accuracy,expert_2_accuracy,expert_3_accuracy,expert_0_loss,expert_1_loss,expert_2_loss,expert_3_loss,alpha,fusion_type,timestamp
62,7.7324053497314456,7.745884375,73.06,1e-05,0.0001,0.0001,0.8355901870727539,6.896815168762207,7.7324053497314456,55.43,53.62,52.3,54.03,1.6945817390441895,1.6936531944274902,1.7943954616546631,1.714184783554077,1.0,TransformerBase,2025-09-08 21:52:05
63,7.742063549804688,7.7094263732910155,73.11,1e-05,0.0001,0.0001,0.8407622758865356,6.901301274108887,7.742063549804688,55.73,53.74,52.29,54.1,1.7017561832427979,1.6910906326293946,1.8049389030456542,1.7035155658721923,1.0,TransformerBase,2025-09-08 21:53:01
64,7.854617138671875,7.665258597564697,73.32,1e-05,0.0001,0.0001,0.872290157699585,6.982326950073242,7.854617138671875,55.6,53.77,52.55,54.12,1.7180237586975098,1.7024818618774413,1.8339334506988525,1.727887886428833,1.0,TransformerBase,2025-09-08 21:53:58
65,7.642940802001953,7.7260564445495605,72.8,1e-05,0.0001,0.0001,0.8425273475646973,6.80041350402832,7.642940802001953,55.68,53.42,52.87,54.25,1.6686747089385987,1.666982961654663,1.7899157794952392,1.6748400440216065,1.0,TransformerBase,2025-09-08 21:54:54
66,7.499613468933106,7.704858434295654,73.08,1e-05,0.0001,0.0001,0.7982666826248169,6.701346789550781,7.499613468933106,56.02,53.84,52.9,54.57,1.6516888788223267,1.6382483659744262,1.7545138565063476,1.6568957162857056,1.0,TransformerBase,2025-09-08 21:55:51
67,7.518543153381348,7.615700810241699,73.23,1e-05,0.0001,0.0001,0.8196948923110962,6.698848248291015,7.518543153381348,56.07,54.14,53.34,54.49,1.6545715215682983,1.6322523490905763,1.7507378980636596,1.6612864749908447,1.0,TransformerBase,2025-09-08 21:56:48
68,7.504931620788574,7.651986191558838,73.04,1e-05,0.0001,0.0001,0.8187531101226807,6.686178498840332,7.504931620788574,56.4,54.32,53.48,54.42,1.6554708728790284,1.6333527431488037,1.745648414993286,1.6517064670562744,1.0,TransformerBase,2025-09-08 21:57:45
69,7.3488395874023436,7.65854510345459,72.77,1e-05,0.0001,0.0001,0.7958007490158081,6.5530388526916505,7.3488395874023436,55.95,54.39,53.21,54.62,1.615972310066223,1.5986360694885253,1.7172435802459718,1.6211868583679199,1.0,TransformerBase,2025-09-08 21:58:41
70,7.324201892089844,7.6457496292114255,73.1,1e-05,0.0001,0.0001,0.7863332640647889,6.5378686103820804,7.324201892089844,56.53,54.65,53.42,55.32,1.6182267116546631,1.6008825897216796,1.7075678684234619,1.6111914266586305,1.0,TransformerBase,2025-09-08 21:59:40
71,7.35527996673584,7.631585350036621,73.05,1e-05,0.0001,0.0001,0.8073654333114624,6.547914503479004,7.35527996673584,56.33,54.57,53.64,55.28,1.610607252883911,1.608195886993408,1.7018357063293457,1.6272756565093993,1.0,TransformerBase,2025-09-08 22:00:36
