epoch,train_loss,val_loss,val_accuracy,experts_lr,fusion_lr,global_head_lr,loss_global,loss_individual,loss_total,expert_0_accuracy,expert_1_accuracy,expert_2_accuracy,expert_3_accuracy,expert_0_loss,expert_1_loss,expert_2_loss,expert_3_loss,alpha,fusion_type,timestamp
36,9.356053750610352,8.22685182647705,72.88,1e-05,0.0001,0.0001,1.079321879196167,8.276731930541992,9.356053750610352,50.28,49.17,47.78,48.86,2.039812328720093,2.04454277305603,2.1518539527893066,2.040522872543335,1.0,simpleAddition,2025-09-08 21:26:58
37,9.272651934814453,8.182933082580567,73.19,1e-05,0.0001,0.0001,1.0726483694076538,8.200003549194335,9.272651934814453,50.76,49.37,48.18,48.91,2.018886180496216,2.012712024307251,2.144737236785889,2.0236681091308593,1.0,simpleAddition,2025-09-08 21:27:55
38,9.134740155029297,8.146276062011719,72.97,1e-05,0.0001,0.0001,1.0310728395462037,8.103667333984376,9.134740155029297,51.2,49.7,48.39,49.54,1.998497635269165,1.9918430042266846,2.107241543197632,2.0060851692199706,1.0,simpleAddition,2025-09-08 21:28:51
39,9.017940493774415,8.095794277954102,73.08,1e-05,0.0001,0.0001,1.021326862335205,7.996613609313965,9.017940493774415,51.22,49.78,48.48,49.36,1.9758366821289062,1.9668387187957763,2.082753142166138,1.9711850666046142,1.0,simpleAddition,2025-09-08 21:29:47
40,8.9395250289917,8.05232752685547,72.85,1e-05,0.0001,0.0001,1.0124016176223756,7.927123443603516,8.9395250289917,51.78,50.22,49.22,49.93,1.9466517845153808,1.9495486108779907,2.0813678867340086,1.9495551322937013,1.0,simpleAddition,2025-09-08 21:30:44
41,8.838662786865234,8.021097459411621,73.31,1e-05,0.0001,0.0001,1.0112272888183593,7.82743550415039,8.838662786865234,51.7,50.19,49.21,49.9,1.9318818534851074,1.9299753231048584,2.0408775112152098,1.9247007606506348,1.0,simpleAddition,2025-09-08 21:31:40
42,8.818557342529298,7.966397007751465,73.19,1e-05,0.0001,0.0001,1.0162908073425292,7.802266549682617,8.818557342529298,52.33,50.72,49.25,50.3,1.9287429752349854,1.9208788928985596,2.0371950874328615,1.9154495735168457,1.0,simpleAddition,2025-09-08 21:32:36
43,8.681035598754884,7.946646726226807,72.97,1e-05,0.0001,0.0001,0.9901758491516113,7.6908597610473635,8.681035598754884,52.49,50.82,49.5,50.21,1.9010438507080079,1.8886465980529785,2.001394387817383,1.8997749408721925,1.0,simpleAddition,2025-09-08 21:33:32
44,8.571722962951661,7.881701010131836,73.23,1e-05,0.0001,0.0001,0.9750576974868774,7.596665270996094,8.571722962951661,52.72,51.25,49.58,50.79,1.8652690841674804,1.8712510440826415,1.9888538997650147,1.8712912441253662,1.0,simpleAddition,2025-09-08 21:34:28
45,8.632424906921386,7.8706653099060055,73.15,1e-05,0.0001,0.0001,0.9998902320861817,7.6325346328735355,8.632424906921386,53.11,51.64,50.05,51.06,1.883083703994751,1.8795219310760498,1.9796432434082032,1.8902857818603516,1.0,simpleAddition,2025-09-08 21:35:24
46,8.481104512023926,7.827692063903808,73.19,1e-05,0.0001,0.0001,0.9717657884597778,7.509338723754883,8.481104512023926,53.56,51.78,50.2,50.97,1.8523913625717163,1.8439791666030885,1.963849917602539,1.8491182529449464,1.0,simpleAddition,2025-09-08 21:36:20
47,8.393962677001953,7.79932562789917,73.19,1e-05,0.0001,0.0001,0.944646570777893,7.449316101074219,8.393962677001953,53.34,52.48,50.38,51.42,1.8475654720306396,1.834317577934265,1.9343875778198243,1.8330454425811769,1.0,simpleAddition,2025-09-08 21:37:16
48,8.294348498535156,7.797328869628906,73.06,1e-05,0.0001,0.0001,0.9344572412490845,7.359891201782227,8.294348498535156,53.73,52.15,50.45,51.97,1.8143822101593017,1.8187641418457032,1.9125185298919678,1.8142262741088868,1.0,simpleAddition,2025-09-08 21:38:12
49,8.264760998535156,7.743044211578369,73.48,1e-05,0.0001,0.0001,0.9323017997741699,7.332459182739258,8.264760998535156,53.82,52.31,50.76,52.3,1.8045975622177124,1.80107412109375,1.916711372756958,1.8100761302947999,1.0,simpleAddition,2025-09-08 21:39:09
50,8.199876028442382,7.728148040771484,73.59,1e-05,0.0001,0.0001,0.9297880041122436,7.270088000488281,8.199876028442382,53.57,52.69,50.87,52.52,1.7879463092803956,1.7842075664520263,1.8991897512435914,1.7987443901062012,1.0,simpleAddition,2025-09-08 21:40:07
51,8.14700400390625,7.69804001083374,73.29,1e-05,0.0001,0.0001,0.9251444169044495,7.221859574127198,8.14700400390625,53.94,52.6,51.24,52.42,1.7780432432174682,1.7802483177185058,1.888201907348633,1.7753661575317383,1.0,simpleAddition,2025-09-08 21:41:03
52,8.056506784057618,7.688300695037841,73.19,1e-05,0.0001,0.0001,0.9264755910873413,7.1300311920166015,8.056506784057618,54.08,52.68,51.35,52.42,1.761951774597168,1.7455730728149415,1.8580590467453002,1.7644473007202148,1.0,simpleAddition,2025-09-08 21:41:59
53,8.051527020263672,7.665244580078125,73.49,1e-05,0.0001,0.0001,0.9210892349243164,7.130437818908692,8.051527020263672,54.29,52.92,51.4,52.79,1.7564299278259277,1.750715909576416,1.8643372817993165,1.758954716873169,1.0,simpleAddition,2025-09-08 21:42:55
54,7.946236720275879,7.6368307014465335,73.77,1e-05,0.0001,0.0001,0.8999237531661988,7.046312921142579,7.946236720275879,54.61,53.1,51.76,53.07,1.7226009857177735,1.7294597183227538,1.8439188148498535,1.7503334030151367,1.0,simpleAddition,2025-09-08 21:43:52
55,7.9240488388061525,7.606734032440186,73.51,1e-05,0.0001,0.0001,0.899888995552063,7.024159832000732,7.9240488388061525,54.72,53.09,51.69,53.22,1.7327752031326293,1.7243748052597045,1.8200347131729127,1.7469750982284546,1.0,simpleAddition,2025-09-08 21:44:48
56,7.778891007995606,7.5924066543579105,73.26,1e-05,0.0001,0.0001,0.8710111488342285,6.907879882049561,7.778891007995606,54.76,53.48,51.94,53.3,1.6970104476928711,1.697584549331665,1.8102800559997558,1.703004843902588,1.0,simpleAddition,2025-09-08 21:45:44
57,7.7880695495605465,7.548028227233886,73.46,1e-05,0.0001,0.0001,0.884726209640503,6.903343328094483,7.7880695495605465,55.24,53.74,52.27,53.62,1.6989109397888185,1.693109534072876,1.8032932746887207,1.7080296228408813,1.0,simpleAddition,2025-09-08 21:46:40
58,7.831466970825195,7.552206793212891,73.12,1e-05,0.0001,0.0001,0.8975812072753906,6.933885768127442,7.831466970825195,55.21,53.73,52.38,53.86,1.7077546470642089,1.696574987411499,1.81063226146698,1.7189238832473754,1.0,simpleAddition,2025-09-08 21:47:35
59,7.6098850730895995,7.550762267303467,73.4,1e-05,0.0001,0.0001,0.8528952735900879,6.756989814758301,7.6098850730895995,55.44,54.12,52.46,53.91,1.6643211181640625,1.6549437995910645,1.767984189605713,1.6697407207489015,1.0,simpleAddition,2025-09-08 21:48:31
60,7.628251295471191,7.540326577758789,73.23,1e-05,0.0001,0.0001,0.8729511915206909,6.755300082397461,7.628251295471191,55.63,54.04,52.83,54.25,1.6626797100067139,1.659102640914917,1.7653080726623536,1.66820964012146,1.0,simpleAddition,2025-09-08 21:49:28
61,7.444110647583008,7.521464484405517,73.52,1e-05,0.0001,0.0001,0.8300411087036133,6.614069528198242,7.444110647583008,55.73,54.13,53.11,54.15,1.62842592086792,1.627099839401245,1.7179502265930175,1.6405935592651366,1.0,simpleAddition,2025-09-08 21:50:24
62,7.451856959533691,7.487881648254395,73.32,1e-05,0.0001,0.0001,0.8460346286773681,6.6058223358154295,7.451856959533691,55.92,54.58,53.04,54.53,1.6242462760925294,1.6273002040863036,1.7140339782714844,1.6402418785095214,1.0,simpleAddition,2025-09-08 21:51:20
63,7.394982130432129,7.502513883972168,73.15,1e-05,0.0001,0.0001,0.8372119421005249,6.5577702194213865,7.394982130432129,55.94,54.58,53.09,54.58,1.6026475116729737,1.6146845348358154,1.7142194400787354,1.626218706893921,1.0,simpleAddition,2025-09-08 21:52:16
64,7.381683460998535,7.485258279418946,73.31,1e-05,0.0001,0.0001,0.8433517629623413,6.538331672668457,7.381683460998535,55.99,54.81,53.18,54.43,1.6029712572097778,1.6098775636672973,1.7097124952316285,1.6157703216552735,1.0,simpleAddition,2025-09-08 21:53:12
65,7.423935522460938,7.482593760681152,73.35,1e-05,0.0001,0.0001,0.8550965759277344,6.568838939666748,7.423935522460938,55.83,54.62,53.56,54.33,1.6191999444961547,1.615613533973694,1.7000073839187622,1.6340180543899536,1.0,simpleAddition,2025-09-08 21:54:08
66,7.176906787109375,7.46602680053711,73.52,1e-05,0.0001,0.0001,0.7935526733398437,6.383354147338867,7.176906787109375,56.12,54.74,53.76,54.77,1.572918106842041,1.556277021408081,1.6696849170684815,1.5844741527557373,1.0,simpleAddition,2025-09-08 21:55:04
67,7.1942460739135745,7.46137335357666,73.41,1e-05,0.0001,0.0001,0.8130498208999634,6.381196276855468,7.1942460739135745,56.21,54.58,53.77,54.8,1.5737253311157227,1.5723897247314453,1.6640614158630371,1.5710198101043702,1.0,simpleAddition,2025-09-08 21:56:00
68,7.134956781005859,7.445822708892822,73.68,1e-05,0.0001,0.0001,0.8012540541648865,6.3337027381896975,7.134956781005859,56.3,55.0,53.6,54.97,1.5577547687530517,1.5616389709472656,1.6541084323883057,1.560200552558899,1.0,simpleAddition,2025-09-08 21:56:56
69,7.176961787414551,7.388313482666016,73.69,1e-05,0.0001,0.0001,0.8088768454551697,6.368084928131103,7.176961787414551,56.42,55.09,54.04,55.3,1.5730821974754334,1.5541303998947145,1.6602846476554871,1.5805876466751099,1.0,simpleAddition,2025-09-08 21:57:52
70,7.114052877807617,7.402030362701416,73.12,1e-05,0.0001,0.0001,0.8193286653518677,6.294724238586426,7.114052877807617,56.53,55.17,54.41,55.68,1.5569979972839356,1.5483949445724488,1.6392276359558104,1.5501037092208863,1.0,simpleAddition,2025-09-08 21:58:50
71,7.11427575378418,7.400612874603271,73.05,1e-05,0.0001,0.0001,0.8087607875823974,6.305514967346191,7.11427575378418,56.43,55.35,54.44,55.55,1.557145267868042,1.54543169631958,1.643136878967285,1.5598011081695558,1.0,simpleAddition,2025-09-08 21:59:46
72,7.056627920532226,7.381549996948242,73.42,1e-05,0.0001,0.0001,0.8095801283836365,6.247047792053222,7.056627920532226,57.02,55.57,54.55,55.8,1.534677202796936,1.5229907270431517,1.6291452924728393,1.5602345724105835,1.0,simpleAddition,2025-09-08 22:00:42
73,6.928978527069092,7.439137184906006,73.18,1e-05,0.0001,0.0001,0.7829472490310669,6.146031284332276,6.928978527069092,56.52,55.4,54.02,55.46,1.5178043684005738,1.5107902048110962,1.5923961519241332,1.5250405485153198,1.0,simpleAddition,2025-09-08 22:01:38
74,6.868779301452637,7.413922994995117,72.79,1e-05,0.0001,0.0001,0.7757647827148437,6.093014526367187,6.868779301452637,56.7,55.77,54.41,55.61,1.4962922386169433,1.4903102426528931,1.5986975547790527,1.5077144521713257,1.0,simpleAddition,2025-09-08 22:02:33
75,6.875364683532715,7.397329905700683,73.03,1e-05,0.0001,0.0001,0.7726937524795532,6.10267094039917,6.875364683532715,56.96,56.09,54.61,55.83,1.5033997714996339,1.5025799013137817,1.5870393001556395,1.509651926422119,1.0,simpleAddition,2025-09-08 22:03:30
76,6.841923991394043,7.399403022003174,73.18,1e-05,0.0001,0.0001,0.7847396215438843,6.057184342193604,6.841923991394043,56.83,55.67,54.7,55.67,1.4819768440246581,1.4787135982513429,1.5880010383605958,1.5084928731918334,1.0,simpleAddition,2025-09-08 22:04:25
77,6.886703144836426,7.411802719879151,72.91,1e-05,0.0001,0.0001,0.7923210334777832,6.094382117462159,6.886703144836426,56.82,55.86,54.54,55.99,1.4894440372467042,1.497932529258728,1.5918894647598267,1.5151160745620726,1.0,simpleAddition,2025-09-08 22:05:21
78,6.730467697143554,7.361933451080322,72.92,1e-05,0.0001,0.0001,0.7718900745391846,5.958577615356445,6.730467697143554,57.51,56.14,55.03,56.19,1.4725583589553832,1.4650214756011963,1.541977410888672,1.4790203987121582,1.0,simpleAddition,2025-09-08 22:06:17
79,6.674765748596191,7.391836676025391,72.95,1e-05,0.0001,0.0001,0.7536388826370239,5.921126884460449,6.674765748596191,57.27,56.22,54.72,56.16,1.468741644668579,1.4430064155578612,1.5426483253479004,1.4667305034637452,1.0,simpleAddition,2025-09-08 22:07:13
80,6.6673496780395505,7.372306383514404,73.14,1e-05,0.0001,0.0001,0.7580002855300904,5.909349366760254,6.6673496780395505,57.59,56.39,54.81,56.54,1.4527391036987305,1.45559995803833,1.5422627990722657,1.4587475231170655,1.0,simpleAddition,2025-09-08 22:08:10
81,6.579091835784912,7.346199328613281,73.27,1e-05,0.0001,0.0001,0.7516851284503937,5.827406699371338,6.579091835784912,57.26,56.35,54.95,56.5,1.4373806608200073,1.4284756982803344,1.5173568305969238,1.444193544769287,1.0,simpleAddition,2025-09-08 22:09:06
82,6.535841299438476,7.373812102508545,73.34,1e-05,0.0001,0.0001,0.7262578834533692,5.809583407592774,6.535841299438476,57.53,56.22,55.12,56.56,1.4270018051147462,1.4283806049346923,1.5191182733535766,1.435082740020752,1.0,simpleAddition,2025-09-08 22:10:02
83,6.406920492553711,7.379921109771728,73.32,1e-05,0.0001,0.0001,0.712818664932251,5.694101815795898,6.406920492553711,57.72,56.42,54.97,56.54,1.413062487411499,1.3831066799163818,1.4875119606018066,1.4104207054138183,1.0,simpleAddition,2025-09-08 22:10:58
84,6.429072086334228,7.366659457397461,73.01,1e-05,0.0001,0.0001,0.7190603192329407,5.7100117469787595,6.429072086334228,57.67,56.45,55.18,56.36,1.4110274076461793,1.3964673650741577,1.492427799987793,1.4100891407012939,1.0,simpleAddition,2025-09-08 22:11:53
85,6.526899322509766,7.383076908874512,73.06,1e-05,0.0001,0.0001,0.7517250019073486,5.7751743041992185,6.526899322509766,57.75,56.58,55.16,56.36,1.4198825422286987,1.4184888095855712,1.5089034353256225,1.427899549293518,1.0,simpleAddition,2025-09-08 22:12:49
86,6.456657596588135,7.361932038879394,72.87,1e-05,0.0001,0.0001,0.7609963028430938,5.695661304473877,6.456657596588135,57.81,56.67,54.94,56.53,1.4093244190216065,1.4016318202972413,1.4729108793258667,1.4117941747665406,1.0,simpleAddition,2025-09-08 22:13:46
87,6.437380194091797,7.37040620880127,73.12,1e-05,0.0001,0.0001,0.7407430527687072,5.696637162017822,6.437380194091797,57.76,56.71,55.44,56.73,1.3941212087631225,1.3988681022644043,1.4865383499145508,1.4171095054626466,1.0,simpleAddition,2025-09-08 22:14:41
88,6.27257995147705,7.35372087097168,72.82,1e-05,0.0001,0.0001,0.7204788990020752,5.552101042938232,6.27257995147705,57.91,56.93,55.59,56.67,1.3733335390090942,1.3586408042907714,1.4556334606170653,1.3644932899475097,1.0,simpleAddition,2025-09-08 22:15:37
89,6.274151804351806,7.396115202331543,72.92,1e-05,0.0001,0.0001,0.7143057783126832,5.5598460441589355,6.274151804351806,58.01,56.61,55.41,56.73,1.3751322257995606,1.3461546422958375,1.46375782623291,1.374801363182068,1.0,simpleAddition,2025-09-08 22:16:33
90,6.2713863510131835,7.336230792236329,73.25,1e-05,0.0001,0.0001,0.7184768644332886,5.552909484100342,6.2713863510131835,57.95,56.96,55.73,57.14,1.3699356042861939,1.3542304948806763,1.4586838300704956,1.3700595916748046,1.0,simpleAddition,2025-09-08 22:17:30
91,6.261386976623535,7.33789743270874,73.16,1e-05,0.0001,0.0001,0.7150058346748353,5.54638112487793,6.261386976623535,58.1,56.96,55.79,57.11,1.3747906787872315,1.345996593093872,1.449239354133606,1.3763544933319092,1.0,simpleAddition,2025-09-08 22:18:26
92,6.2359098648071285,7.33665140838623,73.17,1e-05,0.0001,0.0001,0.7245288497924804,5.511381023406982,6.2359098648071285,58.08,56.65,55.78,57.04,1.3661346525192262,1.3363188236236572,1.4384236629486085,1.370503893470764,1.0,simpleAddition,2025-09-08 22:19:22
93,6.183240049743652,7.349489021301269,73.19,1e-05,0.0001,0.0001,0.7208624099731445,5.462377629089356,6.183240049743652,58.27,57.07,55.76,57.1,1.3445257221221925,1.3384450443267821,1.4209335052490235,1.358473344039917,1.0,simpleAddition,2025-09-08 22:20:18
94,6.128623429107666,7.360867603302002,73.16,1e-05,0.0001,0.0001,0.7060601812362671,5.42256325378418,6.128623429107666,58.38,56.98,55.9,57.17,1.339804983520508,1.3248790824890138,1.4081412817001342,1.3497379056930543,1.0,simpleAddition,2025-09-08 22:21:14
95,6.210229609680176,7.32811049118042,73.41,1e-05,0.0001,0.0001,0.7349866938591003,5.475242916107177,6.210229609680176,58.1,57.28,56.17,57.2,1.3516905839920044,1.3483240718841554,1.4225302055358886,1.3526980512619018,1.0,simpleAddition,2025-09-08 22:22:09
96,6.183379760742188,7.327332364654541,73.2,1e-05,0.0001,0.0001,0.7264281816482544,5.456951611328125,6.183379760742188,58.43,57.39,56.15,57.38,1.3465807174682618,1.3482771484375,1.4159387619018555,1.346154983139038,1.0,simpleAddition,2025-09-08 22:23:05
97,5.919674848937988,7.30588180847168,73.15,1e-05,0.0001,0.0001,0.6740001076698303,5.245674742889404,5.919674848937988,58.32,57.53,56.07,57.51,1.2981953317642212,1.2821729190826416,1.3610621562957763,1.3042443489074707,1.0,simpleAddition,2025-09-08 22:24:01
98,5.954438623809814,7.352756924438476,72.87,1e-05,0.0001,0.0001,0.6805651627540589,5.273873469543457,5.954438623809814,58.44,57.35,56.06,57.67,1.3072600498199463,1.2889924983978271,1.3761766132354736,1.3014443550109864,1.0,simpleAddition,2025-09-08 22:24:57
