epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
233,1.3338,82.83,0.9801,88.96,0.001137,89.56
234,1.3206,80.41,0.9766,89.16,0.001007,89.56
235,1.3368,78.36,0.9755,89.04,0.000886,89.56
236,1.3094,77.74,0.9796,89.0,0.000772,89.56
237,1.356,73.1,0.9741,88.88,0.000666,89.56
238,1.3601,77.11,0.9658,89.2,0.000567,89.56
239,1.3878,73.78,0.9798,89.04,0.000477,89.56
240,1.3221,76.96,0.9702,89.32,0.000394,89.56
241,1.3744,76.33,0.9842,88.96,0.000319,89.56
242,1.3233,80.14,0.9812,89.08,0.000252,89.56
243,1.3227,77.59,0.9649,89.12,0.000193,89.56
244,1.3236,81.93,0.9854,88.68,0.000142,89.56
245,1.2988,81.16,0.9718,89.04,9.9e-05,89.56
246,1.3305,75.7,0.9808,88.96,6.3e-05,89.56
247,1.3816,77.65,0.9945,88.88,3.6e-05,89.56
